location,total_sqft,bath,balcony,BHK,price
sector 7 hsr layout,900.0,4.0,0.0,5.0,90.0
hsr layout,1027.0,2.0,2.0,2.0,44.0
other,1000.0,4.0,3.0,5.0,80.0
hoskote,1200.0,4.0,2.0,4.0,100.0
yelahanka,1859.0,3.0,1.0,3.0,108.0
tumkur road,1240.0,2.0,1.0,3.0,83.0
9th phase jp nagar,1164.0,2.0,1.0,2.0,56.0
marathahalli,1125.0,2.0,1.0,2.0,54.8
hulimavu,1255.0,2.0,2.0,2.0,74.0
electronic city phase ii,1020.0,2.0,2.0,2.0,32.0
other,1750.0,3.0,1.0,3.0,180.0
sarjapur,1242.5,2.0,0.0,2.0,43.49
other,1200.0,4.0,1.0,4.0,110.0
brookefield,1142.0,2.0,2.0,2.0,70.0
attibele,450.0,1.0,1.0,1.0,11.0
other,1200.0,4.0,2.0,4.0,135.0
varthur,1000.0,4.0,0.0,5.0,65.0
kudlu,1076.0,2.0,1.0,2.0,50.0
other,3000.0,3.0,3.0,4.0,300.0
other,1060.0,2.0,1.0,2.0,55.0
brookefield,1230.0,2.0,3.0,2.0,55.0
hebbal,1390.0,2.0,2.0,2.0,95.0
hennur road,1832.0,3.0,1.0,3.0,125.0
whitefield,630.5,1.0,0.0,1.0,32.15
malleshwaram,705.0,1.0,2.0,1.0,67.0
other,1350.0,3.0,0.0,3.0,75.0
attibele,418.0,2.0,1.0,1.0,11.5
jalahalli east,1035.0,2.0,1.0,2.0,42.5
bannerghatta road,1365.0,3.0,1.0,3.0,76.18
gottigere,950.0,2.0,1.0,2.0,38.0
8th phase jp nagar,1431.5,3.0,0.0,3.0,72.02
domlur,1740.0,3.0,0.0,3.0,120.0
other,1200.0,5.0,1.0,5.0,130.0
sarjapur  road,1879.0,3.0,2.0,3.0,155.0
kogilu,1559.0,3.0,2.0,3.0,127.0
other,1865.0,4.0,2.0,3.0,140.0
lakshminarayana pura,1149.0,2.0,1.0,2.0,75.0
talaghattapura,1868.0,3.0,1.0,3.0,121.0
kaggadasapura,1035.0,2.0,2.0,2.0,45.5
bommasandra industrial area,1200.0,3.0,0.0,2.0,45.0
arekere,1190.0,2.0,2.0,2.0,55.0
other,600.0,1.0,1.0,1.0,43.0
bannerghatta road,1654.0,3.0,2.0,3.0,100.0
kalena agrahara,1200.0,3.0,2.0,2.0,70.0
kadugodi,1875.0,2.0,1.0,3.0,110.0
malleshwaram,600.0,1.0,0.0,2.0,68.0
banashankari stage ii,500.0,2.0,1.0,2.0,55.0
rayasandra,1357.0,2.0,2.0,3.0,59.0
thanisandra,1245.0,2.0,1.0,2.0,83.05
jalahalli east,1475.0,3.0,2.0,3.0,96.0
kr puram,1200.0,4.0,2.0,4.0,100.0
kanakapura,1151.0,2.0,1.0,2.0,59.0
jalahalli,1470.0,2.0,3.0,3.0,102.0
other,1350.0,2.0,0.0,3.0,140.0
yelahanka,1825.0,3.0,1.0,3.0,105.0
choodasandra,1300.0,2.0,3.0,2.0,57.0
hosa road,840.0,2.0,1.0,2.0,28.0
hosa road,1063.0,2.0,1.0,2.0,31.89
kalena agrahara,980.0,2.0,1.0,2.0,40.0
marathahalli,800.0,4.0,2.0,4.0,86.0
singasandra,1440.0,2.0,3.0,3.0,65.0
kothanur,1095.0,2.0,2.0,2.0,55.0
kanakpura road,1703.0,3.0,2.0,3.0,126.0
kr puram,1290.0,2.0,2.0,2.0,69.0
yelahanka,2475.0,4.0,0.0,4.0,186.0
yelahanka,1180.0,2.0,1.0,2.0,55.0
harlur,1762.0,3.0,2.0,3.0,133.0
billekahalli,1140.0,2.0,2.0,2.0,50.0
abbigere,1020.0,2.0,1.0,2.0,41.82
electronic city phase ii,545.0,1.0,1.0,2.0,28.0
tc palaya,1100.0,2.0,0.0,2.0,65.0
horamavu agara,1170.0,2.0,2.0,2.0,38.0
old madras road,1630.0,3.0,2.0,3.0,110.0
other,1030.0,2.0,3.0,2.0,61.0
kengeri satellite town,850.0,3.0,2.0,3.0,95.0
hebbal,1790.0,3.0,2.0,3.0,127.0
raja rajeshwari nagar,1400.0,2.0,2.0,3.0,86.0
hosur road,2289.0,3.0,3.0,3.0,180.0
hormavu,1143.0,2.0,1.0,2.0,53.0
panathur,980.0,2.0,1.0,2.0,57.0
kaval byrasandra,1060.0,2.0,2.0,2.0,45.0
bannerghatta road,1532.5,3.0,0.0,3.0,79.465
hsr layout,1372.0,2.0,1.0,2.0,68.0
other,827.0,2.0,1.0,2.0,45.0
abbigere,734.0,1.0,0.0,1.0,19.82
hormavu,1500.0,2.0,1.0,2.0,78.0
hebbal,1355.0,3.0,1.0,3.0,83.87
varthur,1035.0,2.0,1.0,2.0,60.0
yeshwanthpur,1856.0,4.0,2.0,3.0,180.0
other,1050.0,2.0,1.0,2.0,55.0
ngr layout,1020.0,2.0,1.0,2.0,45.9
bhoganhalli,1205.0,2.0,2.0,2.0,64.47
8th phase jp nagar,909.0,2.0,1.0,2.0,40.9
kanakpura road,3170.0,4.0,3.0,4.0,250.0
bannerghatta road,1640.0,3.0,2.0,3.0,105.0
hoodi,1250.0,2.0,2.0,2.0,98.0
kanakpura road,1140.0,2.0,1.0,2.0,65.0
sarjapur,950.0,2.0,2.0,2.0,35.0
varthur road,1255.0,2.0,2.0,2.0,52.76
other,4041.0,4.0,2.0,4.0,345.0
vijayanagar,989.0,2.0,0.0,2.0,60.0
koramangala,1325.0,2.0,2.0,2.0,119.0
begur road,1160.0,2.0,2.0,2.0,44.08
other,1356.0,5.0,2.0,5.0,139.0
bellandur,1211.0,2.0,1.0,2.0,63.0
sarjapur  road,1691.0,3.0,2.0,3.0,93.01
other,1200.0,1.0,0.0,1.0,48.0
margondanahalli,1100.0,2.0,1.0,2.0,55.0
raja rajeshwari nagar,1133.0,2.0,2.0,2.0,38.41
yelahanka,1100.0,2.0,1.0,2.0,70.0
ombr layout,1050.0,2.0,3.0,2.0,48.0
dasarahalli,1333.0,2.0,1.0,2.0,78.56
kalena agrahara,1804.0,3.0,2.0,3.0,120.0
bannerghatta road,1240.0,2.0,1.0,2.0,65.0
hebbal,1080.0,2.0,1.0,2.0,54.0
bannerghatta road,1450.0,2.0,2.0,3.0,87.0
gm palaya,1315.0,3.0,1.0,3.0,65.0
chandapura,937.0,2.0,1.0,2.0,30.0
other,450.0,1.0,0.0,1.0,30.0
harlur,1754.0,3.0,2.0,3.0,124.0
other,525.0,1.0,1.0,1.0,26.0
yelahanka,1537.0,3.0,3.0,3.0,120.0
other,1520.0,3.0,2.0,3.0,111.0
hosa road,1369.1,2.0,1.0,2.0,104.0
battarahalli,1097.0,2.0,1.0,2.0,49.0
kammanahalli,700.0,1.0,0.0,1.0,59.0
thanisandra,3500.0,5.0,0.0,6.0,160.0
begur road,1100.0,2.0,2.0,2.0,42.6
other,2800.0,7.0,1.0,7.0,250.0
nri layout,650.0,2.0,0.0,2.0,59.0
hosa road,1143.0,2.0,1.0,2.0,34.2
other,1625.0,3.0,2.0,3.0,95.0
indira nagar,850.0,1.0,2.0,1.0,57.0
other,830.0,2.0,1.0,2.0,60.0
hennur road,5000.0,8.0,2.0,8.0,250.0
ambedkar nagar,1424.0,2.0,2.0,2.0,90.0
whitefield,4348.5,2.0,2.0,4.0,304.0
anekal,400.0,1.0,1.0,1.0,11.5
sahakara nagar,1100.0,2.0,2.0,3.0,75.0
doddathoguru,550.0,1.0,1.0,1.0,17.0
other,1595.0,3.0,2.0,3.0,115.0
5th phase jp nagar,1190.0,2.0,2.0,2.0,61.8
btm layout,1300.0,2.0,1.0,3.0,75.0
nagarbhavi,1100.0,2.0,2.0,2.0,46.2
panathur,1210.0,2.0,1.0,2.0,77.0
btm 2nd stage,1850.0,3.0,2.0,3.0,170.0
other,1500.0,3.0,2.0,3.0,85.0
garudachar palya,1150.0,2.0,1.0,2.0,52.75
hennur road,1040.0,2.0,2.0,2.0,50.0
ngr layout,1105.0,2.0,1.0,2.0,52.48
hosa road,1369.1,2.0,1.0,2.0,98.0
other,3071.0,4.0,2.0,3.0,300.0
harlur,1749.0,3.0,2.0,3.0,115.0
doddathoguru,850.0,2.0,1.0,2.0,25.0
singasandra,600.0,2.0,1.0,2.0,36.5
other,1560.0,2.0,2.0,3.0,125.0
hosa road,1243.0,2.0,2.0,2.0,48.5
other,4050.0,3.0,2.0,3.0,280.0
kanakpura road,1900.0,3.0,3.0,3.0,125.0
varthur,1070.0,2.0,2.0,2.0,46.0
garudachar palya,1060.0,2.0,1.0,2.0,48.7
kengeri,750.0,2.0,1.0,2.0,40.0
sarjapur  road,835.0,1.0,1.0,1.0,46.95
whitefield,530.0,1.0,1.0,1.0,29.44
nehru nagar,2167.0,3.0,3.0,3.0,170.0
cv raman nagar,1285.0,2.0,2.0,2.0,65.0
balagere,645.0,1.0,1.0,1.0,34.18
horamavu agara,1200.0,2.0,1.0,2.0,45.0
bommasandra,1365.0,3.0,1.0,3.0,53.96
kaggalipura,1000.0,2.0,1.0,2.0,60.0
whitefield,4144.0,4.0,3.0,4.0,315.0
hosa road,1040.0,2.0,1.0,2.0,61.0
budigere,1149.0,2.0,2.0,2.0,65.0
hegde nagar,1179.0,2.0,2.0,2.0,49.35
bisuvanahalli,845.0,2.0,1.0,2.0,33.0
hosa road,880.0,2.0,0.0,2.0,50.0
basavangudi,1485.0,3.0,1.0,3.0,140.0
ramamurthy nagar,1125.0,2.0,1.0,2.0,47.0
bommasandra,1060.0,2.0,1.0,2.0,26.5
panathur,1210.0,2.0,2.0,2.0,69.0
other,1636.0,3.0,2.0,3.0,97.0
uttarahalli,1330.0,2.0,1.0,3.0,57.0
other,1533.0,3.0,2.0,3.0,115.0
choodasandra,1197.0,2.0,1.0,2.0,63.0
kanakpura road,1591.0,3.0,1.0,3.0,115.0
other,4400.0,4.0,1.0,5.0,350.0
hebbal,1255.0,2.0,1.0,3.0,77.68
thubarahalli,3800.0,4.0,3.0,4.0,239.0
nagarbhavi,1212.0,2.0,2.0,2.0,50.0
mahadevpura,1438.0,2.0,2.0,2.0,89.0
kaval byrasandra,935.0,2.0,0.0,2.0,78.0
other,1475.0,3.0,1.0,3.0,80.0
kammanahalli,540.0,3.0,1.0,3.0,60.0
horamavu agara,1079.0,2.0,2.0,2.0,41.0
thanisandra,784.0,1.0,0.0,1.0,35.285
other,1200.0,9.0,3.0,9.0,120.0
bellandur,1000.0,2.0,2.0,2.0,50.0
8th phase jp nagar,1200.0,3.0,2.0,4.0,110.0
chandapura,590.0,1.0,0.0,1.0,13.57
hosur road,1250.0,2.0,1.0,2.0,55.0
electronic city,1287.0,3.0,1.0,3.0,55.0
other,850.0,2.0,1.0,2.0,75.0
hosakerehalli,1817.0,4.0,2.0,3.0,153.0
other,1080.0,2.0,1.0,2.0,55.0
other,1450.0,3.0,2.0,3.0,90.0
electronic city,1200.0,3.0,1.0,3.0,90.0
other,750.0,6.0,2.0,4.0,75.0
hebbal kempapura,1785.0,3.0,0.0,3.0,165.0
other,927.0,2.0,1.0,2.0,50.0
magadi road,1500.0,2.0,2.0,4.0,93.0
other,646.0,2.0,1.0,3.0,65.0
kanakpura road,1135.0,2.0,1.0,2.0,56.74
other,1360.0,2.0,2.0,3.0,73.0
old airport road,1075.0,2.0,2.0,2.0,60.0
hennur road,1232.0,2.0,1.0,2.0,69.61
raja rajeshwari nagar,1168.0,2.0,1.0,2.0,66.0
electronic city,1353.0,2.0,3.0,2.0,75.0
aecs layout,1100.0,2.0,3.0,2.0,45.0
hoodi,1112.0,2.0,1.0,2.0,88.0
other,3600.0,4.0,2.0,4.0,300.0
1st block jayanagar,1200.0,2.0,0.0,3.0,130.0
1st phase jp nagar,1180.0,2.0,2.0,2.0,88.5
billekahalli,1035.0,2.0,2.0,2.0,90.0
chandapura,530.0,1.0,0.0,1.0,11.66
sarjapur  road,1845.0,4.0,1.0,3.0,110.0
rachenahalli,2710.0,3.0,2.0,3.0,170.0
banashankari stage vi,1160.0,2.0,1.0,2.0,59.0
hulimavu,1200.0,4.0,1.0,4.0,75.0
uttarahalli,1090.0,2.0,2.0,2.0,45.0
hulimavu,1200.0,5.0,0.0,5.0,101.0
bommasandra,1260.0,3.0,1.0,3.0,49.36
electronic city phase ii,1065.0,2.0,1.0,2.0,56.13
jigani,1200.0,11.0,2.0,10.0,105.0
bommasandra,1126.0,2.0,1.0,2.0,28.15
yelahanka new town,500.0,1.0,1.0,1.0,18.0
cox town,1073.0,2.0,2.0,2.0,72.0
balagere,645.0,1.0,1.0,1.0,39.0
sarakki nagar,3124.0,6.0,3.0,4.0,349.0
kengeri,8000.0,5.0,2.0,5.0,500.0
other,690.0,2.0,0.0,2.0,42.0
thanisandra,1261.0,2.0,1.0,3.0,80.0
kereguddadahalli,600.0,4.0,0.0,6.0,60.0
kadubeesanahalli,1257.0,2.0,1.0,2.0,105.0
marathahalli,1100.0,2.0,1.0,2.0,50.0
other,1000.0,2.0,1.0,2.0,80.0
bannerghatta road,1115.0,2.0,1.0,2.0,65.12
8th phase jp nagar,451.0,1.0,0.0,1.0,29.9
uttarahalli,1235.0,2.0,3.0,2.0,90.0
electronic city,1128.0,2.0,1.0,2.0,64.8
yelahanka new town,960.0,2.0,2.0,2.0,50.0
banashankari,1020.0,2.0,2.0,2.0,40.79
kr puram,1015.0,2.0,1.0,2.0,43.0
bhoganhalli,1760.0,3.0,2.0,3.0,127.0
bhoganhalli,1700.0,3.0,2.0,3.0,126.0
domlur,1246.0,2.0,1.0,2.0,95.0
bommenahalli,832.0,3.0,1.0,3.0,77.0
bharathi nagar,1351.0,2.0,2.0,2.0,70.0
ambedkar nagar,2900.0,3.0,2.0,4.0,300.0
magadi road,1200.0,4.0,0.0,4.0,130.0
hosur road,1085.0,2.0,2.0,2.0,30.38
other,1308.0,2.0,2.0,2.0,92.66
other,1095.0,2.0,1.0,2.0,57.0
other,2000.0,3.0,2.0,3.0,210.0
horamavu agara,1169.0,2.0,1.0,2.0,64.0
kengeri satellite town,1030.0,2.0,2.0,2.0,50.0
other,912.0,2.0,1.0,3.0,70.0
kanakapura,1699.0,3.0,3.0,3.0,97.0
yelahanka,2145.0,3.0,3.0,3.0,125.0
talaghattapura,1100.0,2.0,1.0,2.0,49.49
kengeri satellite town,1007.0,2.0,3.0,2.0,42.0
cox town,1975.0,3.0,3.0,3.0,150.0
gubbalala,2570.0,4.0,2.0,5.0,141.0
raja rajeshwari nagar,1580.0,3.0,1.0,3.0,83.74
kengeri,400.0,2.0,1.0,1.0,25.0
yelahanka,26136.0,1.0,0.0,1.0,150.0
basavangudi,1180.0,2.0,3.0,2.0,124.0
nagarbhavi,1400.0,2.0,1.0,3.0,85.0
hormavu,1141.0,2.0,1.0,2.0,44.4
bommasandra,1295.0,2.0,1.0,3.0,50.28
nagavarapalya,1134.0,2.0,2.0,2.0,55.0
other,360.0,2.0,1.0,2.0,40.0
thanisandra,2144.0,3.0,2.0,3.0,135.0
kereguddadahalli,1400.0,2.0,2.0,3.0,48.0
bommenahalli,1680.0,3.0,0.0,4.0,135.0
other,1650.0,1.0,1.0,2.0,130.0
padmanabhanagar,1150.0,2.0,2.0,2.0,45.0
hebbal kempapura,3408.0,3.0,3.0,3.0,260.0
haralur road,575.0,1.0,1.0,1.0,38.0
thyagaraja nagar,2000.0,4.0,2.0,5.0,145.0
electronic city,717.0,5.0,1.0,5.0,78.0
jp nagar,745.0,1.0,0.0,1.0,34.27
akshaya nagar,2061.0,4.0,2.0,3.0,175.0
7th phase jp nagar,1035.0,2.0,1.0,2.0,39.33
other,1200.0,5.0,2.0,6.0,130.0
other,1250.0,2.0,1.0,3.0,80.0
whitefield,1820.0,3.0,2.0,3.0,113.0
tc palaya,1200.0,2.0,0.0,2.0,66.0
jakkur,1417.0,2.0,3.0,2.0,75.0
hebbal,6000.0,8.0,0.0,8.0,220.0
kudlu,1084.0,2.0,1.0,2.0,53.0
ombr layout,1078.0,2.0,3.0,2.0,65.0
marathahalli,1205.0,2.0,1.0,2.0,75.0
hosur road,1590.0,2.0,2.0,3.0,135.0
uttarahalli,1650.0,2.0,1.0,3.0,130.0
electronic city,630.0,1.0,1.0,1.0,60.0
mysore road,940.0,2.0,1.0,2.0,43.61
malleshpalya,1405.0,2.0,2.0,3.0,77.0
sarjapur  road,1700.0,3.0,3.0,3.0,108.0
electronic city phase ii,1252.0,2.0,1.0,3.0,65.0
jalahalli,612.5,1.0,0.0,1.0,27.565
balagere,1020.07,2.0,1.0,2.0,68.38
other,747.0,1.0,2.0,1.0,27.0
uttarahalli,1315.0,2.0,2.0,3.0,74.0
horamavu banaswadi,1210.0,2.0,1.0,2.0,50.0
abbigere,3000.0,8.0,0.0,8.0,150.0
giri nagar,650.0,2.0,0.0,2.0,42.0
whitefield,1269.0,2.0,1.0,2.0,75.0
ramamurthy nagar,960.0,2.0,2.0,2.0,35.0
btm 2nd stage,1100.0,2.0,2.0,2.0,70.0
kundalahalli,1600.0,3.0,2.0,3.0,170.0
horamavu agara,760.0,2.0,2.0,2.0,37.49
other,1300.0,2.0,1.0,2.0,129.0
kr puram,866.28,2.0,0.0,2.0,36.38
electronic city phase ii,1336.0,2.0,3.0,3.0,50.35
raja rajeshwari nagar,1120.0,2.0,2.0,2.0,37.95
whitefield,1704.0,3.0,1.0,3.0,120.0
malleshpalya,1210.0,2.0,3.0,2.0,55.0
kr puram,1035.0,2.0,1.0,2.0,40.5
kammanahalli,1160.0,2.0,1.0,2.0,52.0
gunjur,1195.0,2.0,2.0,2.0,44.0
kr puram,1020.0,2.0,2.0,2.0,39.0
sarjapur  road,1476.0,2.0,2.0,3.0,98.94
other,1550.0,4.0,1.0,4.0,120.0
other,1400.0,3.0,2.0,3.0,90.0
r.t. nagar,1200.0,3.0,2.0,3.0,140.0
yelahanka,1180.0,2.0,1.0,2.0,56.0
varthur,1111.0,2.0,2.0,2.0,41.88
malleshwaram,1500.0,2.0,2.0,2.0,140.0
kanakpura road,1297.0,2.0,1.0,2.0,105.0
bellandur,2666.0,3.0,1.0,3.0,230.0
7th phase jp nagar,1180.0,2.0,2.0,2.0,72.0
whitefield,1520.0,2.0,2.0,3.0,150.0
bannerghatta road,1400.0,2.0,2.0,2.0,78.0
haralur road,560.0,1.0,1.0,1.0,45.0
old madras road,1425.0,2.0,2.0,3.0,94.0
neeladri nagar,527.0,1.0,0.0,1.0,26.0
jakkur,1291.0,2.0,1.0,2.0,75.0
mallasandra,1665.0,3.0,2.0,3.0,95.0
hosa road,1063.0,2.0,1.0,2.0,31.9
other,2990.0,4.0,2.0,4.0,324.0
frazer town,3435.0,2.0,1.0,4.0,341.0
ambedkar nagar,1936.0,4.0,2.0,3.0,126.0
mysore road,883.0,2.0,1.0,2.0,37.0
kasavanhalli,1787.0,3.0,2.0,3.0,123.0
thanisandra,1265.0,2.0,1.0,2.0,83.0
other,1300.0,2.0,3.0,2.0,95.0
kaggadasapura,1105.0,2.0,1.0,2.0,39.5
battarahalli,2024.0,3.0,2.0,3.0,103.0
yeshwanthpur,1523.0,3.0,3.0,3.0,170.0
isro layout,1370.0,2.0,2.0,3.0,87.0
hbr layout,1068.0,2.0,1.0,2.0,43.0
other,1200.0,2.0,3.0,2.0,135.0
rajaji nagar,1260.0,2.0,2.0,2.0,113.0
varthur,977.0,2.0,2.0,2.0,36.0
dodda nekkundi,1315.0,2.0,2.0,2.0,50.0
kr puram,1245.0,2.0,1.0,2.0,60.0
sarjapur  road,1309.0,2.0,3.0,2.0,69.5
sarjapur  road,2497.0,3.0,2.0,3.0,140.0
other,1200.0,2.0,2.0,2.0,125.0
hennur road,1831.0,3.0,1.0,3.0,110.0
kodigehaali,1200.0,4.0,0.0,4.0,130.0
other,1605.0,2.0,3.0,3.0,85.0
kundalahalli,1047.0,2.0,1.0,2.0,82.62
kammasandra,1415.0,2.0,2.0,2.0,60.0
hosakerehalli,2376.0,3.0,1.0,3.0,240.0
hosa road,1537.515476,3.0,1.0,3.0,110.0
other,1350.0,4.0,2.0,4.0,140.0
vittasandra,1934.0,2.0,0.0,2.0,90.0
bellandur,1170.0,2.0,1.0,2.0,46.79
cv raman nagar,705.0,2.0,1.0,1.0,50.0
hegde nagar,1965.0,4.0,2.0,3.0,125.0
ombr layout,1085.0,2.0,1.0,2.0,64.0
other,1200.0,3.0,2.0,3.0,72.0
other,1200.0,2.0,1.0,1.0,45.0
aecs layout,1308.0,2.0,1.0,2.0,60.0
akshaya nagar,1225.0,2.0,0.0,2.0,68.0
subramanyapura,1313.0,2.0,2.0,2.0,66.5
rachenahalli,440.0,1.0,1.0,1.0,28.0
yelahanka,1390.0,2.0,2.0,2.0,70.21
sarjapur  road,1819.0,3.0,2.0,3.0,100.0
devanahalli,658.0,1.0,1.0,1.0,26.91
kudlu gate,1336.0,2.0,1.0,2.0,86.0
thubarahalli,1330.0,2.0,1.0,2.0,75.0
other,500.0,1.0,0.0,1.0,24.0
kengeri,3000.0,5.0,2.0,8.0,130.0
jakkur,1230.0,2.0,1.0,2.0,76.0
ramamurthy nagar,2000.0,9.0,2.0,9.0,150.0
hbr layout,1089.0,2.0,1.0,2.0,60.0
bhoganhalli,2439.0,4.0,3.0,4.0,170.0
ramamurthy nagar,2200.0,4.0,2.0,4.0,130.0
uttarahalli,1215.0,2.0,2.0,3.0,52.85
bannerghatta road,1215.0,2.0,0.0,2.0,50.0
kengeri,1200.0,2.0,0.0,2.0,58.0
other,1220.0,2.0,1.0,2.0,65.0
marathahalli,615.0,1.0,1.0,1.0,44.0
talaghattapura,1804.0,3.0,1.0,3.0,115.0
kalena agrahara,1510.0,3.0,2.0,3.0,78.0
hulimavu,1200.0,4.0,0.0,4.0,75.0
electronic city phase ii,1300.0,2.0,2.0,2.0,28.0
marathahalli,1730.0,3.0,2.0,3.0,115.0
sarjapur  road,1763.25,3.0,3.0,3.0,98.0
iblur village,1920.0,3.0,2.0,3.0,130.0
1st phase jp nagar,1205.0,2.0,1.0,2.0,85.0
hebbal,1138.0,2.0,1.0,2.0,110.0
tc palaya,1200.0,2.0,0.0,2.0,60.0
attibele,2400.0,2.0,2.0,4.0,250.0
whitefield,1216.0,2.0,1.0,2.0,75.0
old madras road,1859.0,3.0,2.0,3.0,121.0
other,1220.0,2.0,3.0,2.0,65.0
sarjapur  road,3430.0,6.0,0.0,4.0,228.5
hal 2nd stage,1600.0,3.0,1.0,3.0,125.0
amruthahalli,1200.0,2.0,2.0,2.0,55.0
yeshwanthpur,717.0,2.0,0.0,2.0,49.475
other,540.0,1.0,1.0,1.0,22.5
hormavu,1206.0,2.0,1.0,2.0,55.0
varthur,1740.0,4.0,3.0,4.0,175.0
choodasandra,1215.0,2.0,2.0,2.0,59.0
old airport road,1798.0,3.0,2.0,3.0,150.0
electronic city,1296.0,2.0,2.0,2.0,65.0
nagavarapalya,705.0,1.0,1.0,1.0,57.0
vittasandra,1404.0,2.0,1.0,2.0,70.0
ramagondanahalli,3350.0,3.0,3.0,3.0,150.0
other,910.0,1.0,1.0,1.0,42.0
banashankari,1600.0,2.0,1.0,2.0,63.98
other,1603.0,2.0,0.0,3.0,125.0
mysore road,1155.0,2.0,1.0,2.0,51.0
hennur road,1317.5,2.0,0.0,2.0,63.77
channasandra,1200.0,3.0,1.0,3.0,67.77
other,1800.0,3.0,1.0,3.0,130.0
hebbal,1355.0,3.0,2.0,3.0,83.87
jigani,924.0,2.0,2.0,2.0,65.0
mysore road,1170.0,2.0,2.0,2.0,65.0
shivaji nagar,2200.0,2.0,0.0,2.0,110.0
other,735.0,1.0,1.0,1.0,75.0
babusapalaya,1061.0,2.0,1.0,2.0,34.0
yeshwanthpur,673.0,1.0,1.0,1.0,36.85
sarjapur  road,1240.0,4.0,0.0,4.0,110.0
koramangala,1005.0,1.0,1.0,2.0,110.0
other,1200.0,2.0,0.0,2.0,65.0
brookefield,1080.0,2.0,3.0,2.0,50.0
other,1525.0,2.0,2.0,3.0,91.48
jalahalli east,1020.0,2.0,1.0,2.0,58.0
whitefield,1216.0,2.0,1.0,2.0,75.0
hennur road,1891.0,3.0,1.0,3.0,139.0
kaggadasapura,1500.0,2.0,2.0,3.0,75.0
thigalarapalya,3122.0,6.0,2.0,4.0,235.0
somasundara palya,1260.0,2.0,1.0,2.0,60.0
whitefield,3537.0,5.0,3.0,4.0,210.0
electronic city,1060.0,2.0,1.0,2.0,55.0
banashankari,1170.0,2.0,2.0,2.0,46.79
electronic city,1800.0,3.0,2.0,3.0,95.0
begur road,1410.0,2.0,3.0,3.0,54.99
anandapura,1151.0,2.0,1.0,2.0,43.16
chikkalasandra,1208.0,2.0,1.0,2.0,49.0
other,1500.0,10.0,3.0,8.0,165.0
nagavara,1247.0,2.0,1.0,2.0,58.56
sarakki nagar,1840.0,4.0,1.0,3.0,175.0
whitefield,4500.0,4.0,2.0,4.0,330.0
sarjapur  road,3930.0,7.0,2.0,5.0,329.0
ardendale,1777.26,3.0,2.0,3.0,92.0
sarjapur,900.0,2.0,2.0,2.0,27.98
akshaya nagar,1662.0,3.0,2.0,3.0,85.0
kundalahalli,1724.0,3.0,1.0,3.0,146.0
9th phase jp nagar,1073.0,2.0,1.0,2.0,52.36
munnekollal,950.0,2.0,1.0,2.0,46.5
kanakpura road,1332.0,2.0,1.0,2.0,108.0
kaikondrahalli,1605.0,3.0,3.0,3.0,105.0
sarjapur,3009.0,3.0,2.0,3.0,330.0
jp nagar,1060.0,2.0,2.0,2.0,33.95
other,1200.0,1.0,0.0,1.0,39.82
kothanur,2700.0,4.0,2.0,4.0,175.0
yelachenahalli,1400.0,2.0,3.0,2.0,78.0
sarjapur  road,1300.0,2.0,2.0,3.0,70.0
nagasandra,1470.0,2.0,2.0,3.0,110.0
raja rajeshwari nagar,510.0,1.0,1.0,1.0,22.0
yelahanka,1023.0,2.0,1.0,2.0,52.59
other,1092.0,3.0,1.0,3.0,95.0
ulsoor,1160.0,2.0,1.0,2.0,130.0
kadubeesanahalli,1532.0,3.0,1.0,3.0,115.0
whitefield,1840.0,3.0,2.0,3.0,140.0
green glen layout,940.0,2.0,1.0,2.0,56.8
hebbal kempapura,1150.0,2.0,2.0,2.0,40.0
hebbal,1250.0,2.0,1.0,2.0,55.55
varthur,1210.0,2.0,1.0,2.0,64.15
other,1158.0,2.0,2.0,3.0,85.0
electronic city,1518.0,3.0,3.0,3.0,75.0
yelahanka,1614.0,2.0,1.0,3.0,100.0
other,950.0,2.0,3.0,2.0,57.0
bellandur,3596.0,4.0,2.0,4.0,359.0
thanisandra,1678.0,3.0,2.0,3.0,125.0
anekal,600.0,1.0,1.0,1.0,16.5
raja rajeshwari nagar,1196.0,2.0,2.0,2.0,51.15
anjanapura,1280.0,2.0,2.0,3.0,45.0
other,535.0,1.0,1.0,1.0,35.0
other,2400.0,3.0,1.0,3.0,270.0
begur road,1200.0,2.0,2.0,2.0,37.8
cooke town,3950.0,4.0,2.0,4.0,450.0
other,1485.0,3.0,2.0,3.0,85.0
bommasandra,920.0,2.0,1.0,2.0,37.2
other,1680.0,3.0,3.0,3.0,135.0
varthur,2145.0,3.0,2.0,3.0,170.0
bommanahalli,1416.0,2.0,1.0,3.0,85.0
other,1200.0,3.0,0.0,3.0,140.0
kengeri satellite town,1043.0,2.0,2.0,2.0,65.0
banashankari,1800.0,3.0,2.0,3.0,115.0
battarahalli,1165.0,2.0,1.0,2.0,43.0
marathahalli,1170.0,2.0,2.0,2.0,85.0
mysore road,947.55,2.0,1.0,2.0,80.0
dasarahalli,1300.0,2.0,3.0,2.0,55.0
hebbal,1200.0,2.0,1.0,2.0,60.0
electronic city,435.0,1.0,1.0,1.0,19.5
hennur,1420.0,2.0,1.0,2.0,62.0
other,1570.0,3.0,1.0,3.0,115.0
electronic city,418.0,1.0,1.0,1.0,12.0
sarjapur  road,1691.0,3.0,2.0,3.0,100.0
